بيانات المنتج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
النوع ,أسم المنتج,تصنيف المنتج,صورة المنتج,وصف صورة المنتج,نوع المنتج,سعر المنتج,الوصف,هل يتطلب شحن؟,رمز المنتج sku,سعر التكلفة,السعر المخفض,تاريخ بداية التخفيض,تاريخ نهاية التخفيض,اقصي كمية لكل عميل,إخفاء خيار تحديد الكمية,اضافة صورة عند الطلب,الوزن,وحدة الوزن,الماركة,العنوان الترويجي,تثبيت المنتج,الباركود,السعرات الحرارية,MPN,GTIN,خاضع للضريبة ؟,سبب عدم الخضوع للضريبة,[1] الاسم,[1] النوع,[1] القيمة,[1] الصورة / اللون,[2] الاسم,[2] النوع,[2] القيمة,[2] الصورة / اللون,[3] الاسم,[3] النوع,[3] القيمة,[3] الصورة / اللون
منتج,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,العطور,,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر ايدول باور لو دي بارفان انتينس 25 مل,العطور,,عطر ايدول باور لو دي بارفان انتينس 25 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر ايدول باور لو دي بارفان انتينس 25 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة بخور عيد عساف - 340 مل,العطور,,مجموعة بخور عيد عساف - 340 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة بخور عيد عساف - 340 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,ريبل انيبل - المتمرد من عساف 150مل,العطور,,ريبل انيبل - المتمرد من عساف 150مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,ريبل انيبل - المتمرد من عساف 150مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة إيسي مياكي نيكتار دي إيسي آيغو أو دو بارفان 20 مل للنساء,العطور,,عينة إيسي مياكي نيكتار دي إيسي آيغو أو دو بارفان 20 مل للنساء,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عينة إيسي مياكي نيكتار دي إيسي آيغو أو دو بارفان 20 مل للنساء |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,العطور,,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر ايدول باور لو دي بارفان انتينس 25 مل,العطور,,عطر ايدول باور لو دي بارفان انتينس 25 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر ايدول باور لو دي بارفان انتينس 25 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة بخور عيد عساف - 340 مل,العطور,,مجموعة بخور عيد عساف - 340 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة بخور عيد عساف - 340 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال",العطور,,"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال",منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال |  |  - مهووس العطور",,,,,,نعم,,,,,,,,,,,,,
منتج,ذا فراجرانس كيتشن 28 ريمكس 100مل,العطور,,ذا فراجرانس كيتشن 28 ريمكس 100مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,ذا فراجرانس كيتشن 28 ريمكس 100مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر شيفاز بني SHIFAZ 100ML,العطور,,عطر شيفاز بني SHIFAZ 100ML,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر شيفاز بني SHIFAZ 100ML |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,حقيبة مكياج برادا (خضراء),العطور,,حقيبة مكياج برادا (خضراء),منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,حقيبة مكياج برادا (خضراء) |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,العطور,,عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة ثمين بلود اس لوف 10مل,العطور,,عينة ثمين بلود اس لوف 10مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عينة ثمين بلود اس لوف 10مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر افنان 9بي ان 9PM NIGHT OUT,العطور,,عطر افنان 9بي ان 9PM NIGHT OUT,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر افنان 9بي ان 9PM NIGHT OUT |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر مس قريس عساف,العطور,,عطر مس قريس عساف,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر مس قريس عساف |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,العطور,,La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,La Colle Noire Leite Hidratante مرطب اليدين والجسم 350ml |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,العطور,,Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,Eden-Roc Leite Hidratante مرطب اليدين والجسم 350ml |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور إيدن روك 250 جرام,العطور,,شمعة كريستيان ديور إيدن روك 250 جرام,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,شمعة كريستيان ديور إيدن روك 250 جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور فيج ميديتيراني 250 جرام,العطور,,شمعة كريستيان ديور فيج ميديتيراني 250 جرام,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,شمعة كريستيان ديور فيج ميديتيراني 250 جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,Sakura Leite Hidratante مرطب اليدين والجسم 350ml,العطور,,Sakura Leite Hidratante مرطب اليدين والجسم 350ml,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,Sakura Leite Hidratante مرطب اليدين والجسم 350ml |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,شمعة كريستيان ديور بوا دارجنت 250 جرام,العطور,,شمعة كريستيان ديور بوا دارجنت 250 جرام,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,شمعة كريستيان ديور بوا دارجنت 250 جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر بيري اليس 360 النسائي الابيض تواليت 150مل,العطور,,عطر بيري اليس 360 النسائي الابيض تواليت 150مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر بيري اليس 360 النسائي الابيض تواليت 150مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,العطور,,ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,ثمين مجموعة هدايا عطر بيريجرينا او دو برفيوم (50 + 100) مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,العطور,,طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,طقم هدية ثمين ريفيير إكسترايت دي برفيوم (50 + 100) مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,العطور,,تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,تستر غوتشي غيلتي ابسولو دي بارفيوم نسائي 60مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,العطور,,عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر إكس نيهيلو عنبر سكاي 100 مل Amber Sky Ex Nihilo |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر آيلاند لش أو دو بارفيوم من جولدفيلد آند بانكس 100 مل | Island Lush Eau de Parfum by Goldfield & Banks 100ml,العطور,,عطر آيلاند لش أو دو بارفيوم من جولدفيلد آند بانكس 100 مل | Island Lush Eau de Parfum by Goldfield & Banks 100ml,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر آيلاند لش أو دو بارفيوم من جولدفيلد آند بانكس 100 مل | Island Lush Eau de Parfum by Goldfield & Banks 100ml |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر Jasmin Satin 50ml EDP,العطور,,عطر Jasmin Satin 50ml EDP,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر Jasmin Satin 50ml EDP |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,العطور,,طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,طقم هدايا عطر ثمين ذا كورا، 2 × 50 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,العطور,,عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر جيفنشي جنتلمن أونلي إنتنس للرجال، ماء تواليت 150 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر أو دو تواليت بخاخ 50 مل عطر أو دو تواليت بخاخ للحقيبة 10 مل,العطور,,عطر أو دو تواليت بخاخ 50 مل عطر أو دو تواليت بخاخ للحقيبة 10 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر أو دو تواليت بخاخ 50 مل عطر أو دو تواليت بخاخ للحقيبة 10 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة ذا نيفر اناف بي كيليان Good Girl Gone Bad by Kilian Full Range Set,العطور,,مجموعة ذا نيفر اناف بي كيليان Good Girl Gone Bad by Kilian Full Range Set,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة ذا نيفر اناف بي كيليان Good Girl Gone Bad by Kilian Full Range Set |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر شعر الوعد من فريدريك مال 50مل | Promise Hair Mist by Frédéric Malle 50ml,العطور,,عطر شعر الوعد من فريدريك مال 50مل | Promise Hair Mist by Frédéric Malle 50ml,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر شعر الوعد من فريدريك مال 50مل | Promise Hair Mist by Frédéric Malle 50ml |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,فرانك أوليفر بودرة الجسم الفاخرة برائحه المسك (200 جم),العطور,,فرانك أوليفر بودرة الجسم الفاخرة برائحه المسك (200 جم),منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,فرانك أوليفر بودرة الجسم الفاخرة برائحه المسك (200 جم) |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة أكوا دي بارما بلو ميديتيرانيو أرانسيا دي كابري 75 مل,العطور,,مجموعة أكوا دي بارما بلو ميديتيرانيو أرانسيا دي كابري 75 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة أكوا دي بارما بلو ميديتيرانيو أرانسيا دي كابري 75 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,"عطر ايليت مودال اتيتيود من بيرفيومز ايليت للنساء - او دى تواليت, 20مل - Parfums Elite",العطور,,"عطر ايليت مودال اتيتيود من بيرفيومز ايليت للنساء - او دى تواليت, 20مل - Parfums Elite",منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,"عطر ايليت مودال اتيتيود من بيرفيومز ايليت للنساء - او دى تواليت, 20مل - Parfums Elite |  |  - مهووس العطور",,,,,,نعم,,,,,,,,,,,,,
منتج,مزيل عرق ديور هوم / كريستيان ديور ستيك الكحول...,العطور,,مزيل عرق ديور هوم / كريستيان ديور ستيك الكحول...,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مزيل عرق ديور هوم / كريستيان ديور ستيك الكحول... |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بخاخ مزيل العرق سوفاج 150 مل,العطور,,بخاخ مزيل العرق سوفاج 150 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,بخاخ مزيل العرق سوفاج 150 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,4711 عطر ريمكس كولون لافندر او دو كولون للجنسين - Hnak,العطور,,4711 عطر ريمكس كولون لافندر او دو كولون للجنسين - Hnak,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,4711 عطر ريمكس كولون لافندر او دو كولون للجنسين - Hnak |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,4711 REMIX C ZITRONE EDC NS 100 ML,العطور,,4711 REMIX C ZITRONE EDC NS 100 ML,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,4711 REMIX C ZITRONE EDC NS 100 ML |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,كايلي رذاذ الشعر أودجازم روز عود 75مل,العطور,,كايلي رذاذ الشعر أودجازم روز عود 75مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,كايلي رذاذ الشعر أودجازم روز عود 75مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عينة عطر سان لوران واي لي بارفيوم 10مل,العطور,,عينة عطر سان لوران واي لي بارفيوم 10مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عينة عطر سان لوران واي لي بارفيوم 10مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مرآة مستحضرات التجميل الفاخرة من دولتشي آند غابانا بيوتي باللون الذهبي 7 × 7 × 1.3 سم,العطور,,مرآة مستحضرات التجميل الفاخرة من دولتشي آند غابانا بيوتي باللون الذهبي 7 × 7 × 1.3 سم,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مرآة مستحضرات التجميل الفاخرة من دولتشي آند غابانا بيوتي باللون الذهبي 7 × 7 × 1.3 سم |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر إسينشال بارفانز بوا إمبريال للشعر والجسم ١٠٠ مل,العطور,,عطر إسينشال بارفانز بوا إمبريال للشعر والجسم ١٠٠ مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر إسينشال بارفانز بوا إمبريال للشعر والجسم ١٠٠ مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,أنجيل أو دو ستار 25 مل أو دي تواليت,العطور,,أنجيل أو دو ستار 25 مل أو دي تواليت,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,أنجيل أو دو ستار 25 مل أو دي تواليت |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر كارتير عود اند عود بارفيوم 45مل,العطور,,عطر كارتير عود اند عود بارفيوم 45مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر كارتير عود اند عود بارفيوم 45مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بودرة الجسم من لورينزو فيلوريسي تينت دي نياج 200جرام,العطور,,بودرة الجسم من لورينزو فيلوريسي تينت دي نياج 200جرام,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,بودرة الجسم من لورينزو فيلوريسي تينت دي نياج 200جرام |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,تستر عطر كارتير عود اند عنبر بارفيوم 45مل,العطور,,تستر عطر كارتير عود اند عنبر بارفيوم 45مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,تستر عطر كارتير عود اند عنبر بارفيوم 45مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,مجموعة عطر جيفنشي جنتلمان سوسايتي أو دو بارفيوم 60 مل + جل استحمام 75 مل,العطور,,مجموعة عطر جيفنشي جنتلمان سوسايتي أو دو بارفيوم 60 مل + جل استحمام 75 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,مجموعة عطر جيفنشي جنتلمان سوسايتي أو دو بارفيوم 60 مل + جل استحمام 75 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,طقم جان بول غولتير كوكوريكو او دو تواليت (عطر 50مل + شاور جل 100مل),العطور,,طقم جان بول غولتير كوكوريكو او دو تواليت (عطر 50مل + شاور جل 100مل),منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,طقم جان بول غولتير كوكوريكو او دو تواليت (عطر 50مل + شاور جل 100مل) |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,عطر هوبيجانت داك دي فيرفينس تواليت رجالي 120مل,العطور,,عطر هوبيجانت داك دي فيرفينس تواليت رجالي 120مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,عطر هوبيجانت داك دي فيرفينس تواليت رجالي 120مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,كارل لاغرفيلد برايفت كلوب او دو برفيوم 85 مل,العطور,,كارل لاغرفيلد برايفت كلوب او دو برفيوم 85 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,كارل لاغرفيلد برايفت كلوب او دو برفيوم 85 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
منتج,بورتريال سلفر اوديو بارفيوم 65 مل,العطور,,بورتريال سلفر اوديو بارفيوم 65 مل,منتج جاهز,,,نعم,,,,,,,,,0.5,kg, | ,بورتريال سلفر اوديو بارفيوم 65 مل |  |  - مهووس العطور,,,,,,نعم,,,,,,,,,,,,,
