اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر هوماج 1744 من عمان لاكجري 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c07d43bc-a874-40fe-8527-7349f22874e4-500x500-te1nHmwT7zvw5QX06GoqK9sTjh07HqwbplyZahL3.webp",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أنغام عمان لاكجري او دو بارفيوم 100مل,66.0,GOLDEN-GRAY,عمان لكجري,review,,
عطر فالنتينو وردة واحدة فالنتينا اسولوتو او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f0130d06-a023-437f-bb63-2d6c8818f254-500x500-YXBrmAa6owyBbUp3OYasJR76OeinI6hlmlJrnABW.jpg",230,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فالنتينو فالنتينا بودر أو دو بارفيوم 50مل,80.9,GOLDEN-GRAY,فالنتينو,review,,
تستر عطر نيشاني امبرا كلابريا اكسترايت دو بارفيوم 50مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ZkQBgJlGU1UMi1VkR74SuKMUr9gtPnEIuwEeEhay.jpg",506,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر نيشان أمبرا كالابريا اكستريت دو بارفيوم 50مل (للجنسين),82.5,GOLDEN-GRAY,نيشاني,review,,
تستر بايريدو لا تيوليب او دو بارفيوم 100 مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d74b765c-e75f-4df3-a28f-9cf4c122e7e4-500x500-QToMpynHmW8faF9DbQUTNTkxXIYupQkkYPZGJofq.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لاليك بيرلز دي أو دو بارفيوم 100مل للنساء,57.2,GOLDEN-GRAY,بايريدو,review,,
تستر بايريدو بلاك سافرون او دو بارفيوم 100 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f8d08e84-598a-434b-acaf-4e95f0631016-500x500-0x72yL1vaneWCAZFfMUqKsezLpS2kCCH9NJfiRrf.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان كوير بيلوغا أو دو بارفيوم 100 مل للجنسين,57.4,GOLDEN-GRAY,بايريدو,review,,
عطر كارتير دو لون او دو تواليت 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7efcfa1b-a040-43f4-8990-0ade81fffc18-500x500-wAqx56pDontSqR2IQYoSglQ8vZAs5vXHJRIMWGVN.png",414,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلوي روز دو كلوي أو دو تواليت 75مل,56.4,GOLDEN-GRAY,كاريرا,review,,
عطر روز عود للجنسين من الهمبرا - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6db33344-0a2a-4333-8a27-a9fedd4a6950-500x500-HUNSNVlsQfxDBfwJCCrXBUf1MjirTUeJNUyVguYe.webp",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميمواز كونكورديا إكستري دو بارفان 100 مل للجنسين,59.9,GOLDEN-GRAY,,review,,
عطر ذا وايت كلود أو دي بارفيوم للجنسين 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d05c0c5e-3ec4-4b80-8357-ee241da08026-500x500-SD1fmWJJfLVhiOtdiZXIPuuJi9L5bIuTpDIbZ1nN.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مسك النخبة أو دو بارفيوم 100مل (للجنسين),60.0,GOLDEN-GRAY,,review,,
تستر كلايف كريستيان برايفت كوليكشن سي وودي ليذر 50 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/678d0115-ebdf-487e-9d64-99bcad755c2f-500x500-g5OsheEzEi7eAbCQKe3FBGAVBXui2Gkt0htYul2q.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان برايفت كوليكشن سي وودي ليذر 50 مل للرجال,80.0,GOLDEN-GRAY,,review,,
تستر كليف كريستيان كليف أورجينال سي نمبر1 أو دو برفيوم 50 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1bc82db1-bcc2-4fe6-a8ee-9e6f9a255d01-500x500-S2DdFcSJcTpjrWcKdSgOR54FQcgamUyNmLyn4PIy.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلايف كريستيان اوريجنال كوليكشن x للرجال  50 مل,58.5,GOLDEN-GRAY,,review,,
تستر كلايف كريستيان عطر برايفت كوليكشن إي كشمير مسك برفيوم - 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5db89e01-6601-4cb0-9ef1-336b98ecf322-500x500-IcMPyhakN7TgZ6xrBPueNRwtSt2RT5WA3HUsuCEw.webp",839,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان ماتسوكيتا او دو بارفيوم 50 مل,65.3,GOLDEN-GRAY,,review,,
تستر كلايف كريستيان 1872 للنساء أو دو برفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0677db60-e833-431f-8108-ec0f0cb6fe78-500x500-WqEn7eKCtE0nYK5GHTZ3ckNFjFmJhEJuvQ0KRGDe.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلايف كريستيان اوريجنال كوليكشن x للنساء 50 مل,57.4,GOLDEN-GRAY,,review,,
تستر تورينو 24 من زيرجوف 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b738c62f-6c31-4600-b2d7-fd22a00bd7ee-500x500-UUNeqRGM5kDgK0uGZty0QWkkCCtcMGzWtV6Ph83D.webp",575,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف تورينو 24 أو دو برفيوم 50 مل,78.0,GOLDEN-GRAY,زيرجوف,review,,
عطر توم فورد سولاي نيج أو دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/06767ed4-1b04-462f-91f1-21eb65abd997-500x500-4nQQR9ax2TiLG4d7LtkD2KnZiJzHCC30AJfP5NX0.webp",575,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد توبيروز نوي أو دو بارفيوم 100مل,85.0,GOLDEN-GRAY,توم فورد,review,,
عطر أمواج سيكوينس او دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1a820ecd-cc61-431d-ae15-252e9dd135ac-479.5x500-6YGBbSrDzz3vGqGNNkLCuFpuUPLVAfnaeE60jRAo.webp",1610,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أمواج لوف أو دو برفيوم 100 مل,83.4,GOLDEN-GRAY,أمواج,review,,
عطر ريف دو مر من اتوليي فيرزاتشي 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/241d2e5f-2e38-47e0-93c1-b108418531b0-500x500-vWSEZhAbVccgBsnOdPmvMHWCT5psSNbCZnxIYbS6.webp",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كريفلي سيتروس باتيكانغا 100 مل,73.5,GOLDEN-GRAY,ريف,review,,
مجموعة هدايا عطرية ثلاثية من غوتشي فلورا,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/59e77724-a8fc-4b0f-9f1b-9d7e224db0a4-500x500-X4W3lc1qcktoaKhLjr1GbjTaOMfus7flcS4do35X.webp",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أغاثو مجموعة هدايا مجموعة عطور,65.1,GOLDEN-GRAY,,review,,
تستر جيرلان عود ايسينشيال او دو بارفيوم -125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a5e6f5bf-d0f3-4bac-8e9c-25366f6efadb-477x500-txcm3ABj3YGIE86BmYPCkS2bRD9Yq0p8Q0ZveOSs.jpg",437,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان أنسنس ميثيك أو دو بارفيوم 125مل,78.6,GOLDEN-GRAY,جيرلان,review,,
عطر ذا وايت كلود أو دي بارفيوم للجنسين 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d05c0c5e-3ec4-4b80-8357-ee241da08026-500x500-SD1fmWJJfLVhiOtdiZXIPuuJi9L5bIuTpDIbZ1nN.jpg",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مسك النخبة أو دو بارفيوم 100مل (للجنسين),60.0,GOLDEN-GRAY,,review,,
تستر كلايف كريستيان برايفت كوليكشن سي وودي ليذر 50 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/678d0115-ebdf-487e-9d64-99bcad755c2f-500x500-g5OsheEzEi7eAbCQKe3FBGAVBXui2Gkt0htYul2q.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان برايفت كوليكشن سي وودي ليذر 50 مل للرجال,80.0,GOLDEN-GRAY,,review,,
تستر كليف كريستيان كليف أورجينال سي نمبر1 أو دو برفيوم 50 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1bc82db1-bcc2-4fe6-a8ee-9e6f9a255d01-500x500-S2DdFcSJcTpjrWcKdSgOR54FQcgamUyNmLyn4PIy.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلايف كريستيان اوريجنال كوليكشن x للرجال  50 مل,58.5,GOLDEN-GRAY,,review,,
تستر كلايف كريستيان 1872 للنساء أو دو برفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0677db60-e833-431f-8108-ec0f0cb6fe78-500x500-WqEn7eKCtE0nYK5GHTZ3ckNFjFmJhEJuvQ0KRGDe.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلايف كريستيان اوريجنال كوليكشن x للنساء 50 مل,57.4,GOLDEN-GRAY,,review,,
عطر سلك مسك 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a1f973b6-d863-43d2-ae69-de449eec7fe2-500x500-QD9O3vnKI3GnAUHdMp83C4h1iQbVFY0Lfmpv5pth.webp",69,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سوفاج الكسير 100 مل,63.7,GOLDEN-GRAY,,review,,
عطر سلك مسك بودر 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9eb8780d-0e76-490f-98e5-2f338a2b8859-500x500-53vFxgTrPt3bWVXH2GE0aKpFgGu7o3tBRsO5Dn5y.webp",69,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سوفاج الكسير 100 مل,60.0,GOLDEN-GRAY,,review,,
عطر ذا ميرشانت اوف فينيس امبريال اميرالد-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3b885835-cc14-4af4-89ab-9829f4cf098d-500x498.99799599198-GBLSqakRBOGczx1pq4MUYVgAGfidV0iSYWQtaxD8.webp",667,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ذي مورشنت أوف فينيس إمبريال إمارالد أو دو بارفيوم 100 مل,74.4,GOLDEN-GRAY,ذا ميرشنت أوف فينيس,review,,
عطر ذا ميرشنت أوف فينيس تي ام أو في سواف بيتالز -100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2c731ee5-d014-46ee-a581-3a040d4cb3b2-500x500-wYrVYIIcMMwn0VPSzssigoyqq0Z7eRobW8S4mSt7.webp",655,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ذا ميرشنت أوف فينيس تي ام أو في اوتومان امبر أو دو برفيوم 100مل,76.3,GOLDEN-GRAY,ذا ميرشنت أوف فينيس,review,,
عطر ذا ميرشانت اوف فينيس كراكويل او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f7aeb838-2d8f-4c2e-ac51-3e56b6bebf12-500x500-wFctYcLxrj5HIgWvCwJGx7ShBfc5h9jxbSWTg5xg.webp",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ذا ميرشنت أوف فينيس فلاور فيوجن او دو بارفيوم 100مل,57.2,GOLDEN-GRAY,ذا ميرشنت أوف فينيس,review,,
امواج عود زحل 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/78abc196-bc0e-4b30-b2f9-5720909bb86b-500x500-Em3Zu0DlH2eTW1nlzP0ho7oZk7VH4OWf4lqzf3Qf.jpg",3818,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر امواج عود زحل للجنسين 100مل,72.4,GOLDEN-GRAY,,review,,
عطر روسيندو ماتيو نمبر 5 الكسير 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9328c82d-f73f-45c4-ae5b-76afae262d0a-500x500-5HFvSBSS97XCaiTLoEUVA5ATKu3PpMCt1CjW51OS.webp",759,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر روسيندو ماتيو فريش عود او دو بارفيوم 100 مل,62.7,GOLDEN-GRAY,روسيندو ماتيو,review,,
باكو رابان عطر مليون جولد بيور دايموندز 90 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1060a736-35b1-42d3-8f6e-c944b06e85f3-500x500-iCfAHrjP0xtuYBpXBAq9LHjCzc2dvaLlnT5dwD1K.png",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر رابان مليون جولد فور هير بيور دايموندز 90مل,56.2,GOLDEN-GRAY,باكو رابان,review,,
عطر استايل وارز 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8fe37fc6-a079-487a-b9f6-9e7dbeb6edce-500x500-0ZKk90B9iExxhyQmTtzJ4Z10h1UYFBlQlJQogSMW.png",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرزاتشي رد جينز أو دو توليت 100مل,57.4,GOLDEN-GRAY,,review,,
عطر مانسيرا سينك تيري او دو بارفيوم 120مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/99afbf8e-ccad-4a73-b98d-ce477ad0c411-500x500-5xiP2HOn5LMkrsdCCtUlznS77yEuTFPbFrYI8W6c.webp",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مانسيرا بينك روزيس او دو بارفيوم 120مل,85.5,GOLDEN-GRAY,مانسيرا,review,,
عطر مانسيرا إيترنال وود 120 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d129348e-b48f-47dc-a1e0-51498aecd46d-439.5x500-m4rsRZyTyLK21RgQ0L6ylDM4OT654evRhGYbf5Ah.webp",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مانسيراء بيرل للجنسين - 120 مل,73.3,GOLDEN-GRAY,مانسيرا,review,,
مونتال عطر هولي نيرولي او دو برفيوم - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/14a2e5f7-69d8-4b83-a49a-d51b6d2efcc9-500x500-xHZJQMqmFeysf0cQH5jXrn1hnWpAJS2UED0IoO78.webp",333,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مونتال عود سافران أو دو برفيوم 100 مل,81.7,GOLDEN-GRAY,مونتال,review,,
عطر كوستوم ناشونال سيبر جاردن الرجالي او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5afc441e-3dd7-4337-96aa-5e396c6c5f45-400x500-3ctVgOPa0SiCkK12X8DJzdcoGYLlMD00bUwsXoTN.webp",316,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كوستوم ناشونال سيبر جاردن أو دو تواليت 100مل للرجال,85.1,GOLDEN-GRAY,كوستوم ناشونال,review,,
تستر عطر بوس ذا سينت انتنس اصدار جديد 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9333467d-e272-4bef-8e65-023ba434b9c8-500x500-Kx2I5YXK5X2vaBpZ6ApehzX9ox4f6S5qiyJW8Zb3.png",318,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوس ذا سنت ماجنتيك 50 مل,60.0,GOLDEN-GRAY,,review,,
عطر ارموند جين مونتباكو اروبا بارفيوم 88مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/502abba9-76ba-4699-8950-5a7785fa2bbc-500x500-6yCoZCMGRtzJ49G9uiZTVAPZuXJQvTssUuTjXlDD.webp",1322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ليفانت من أرموند جين أو دو بارفيوم 88 مل للجنسين,74.4,GOLDEN-GRAY,ارموند جين,review,,
عطر ارموند جين داماسك او دو بارفيوم 88مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/837eed53-f2ea-4abb-890e-bd3082470ffc-500x500-X8gNovGS4iGJa2GKdRciUGhzU4LvvMyVB6bwF3I1.webp",828,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ليفانت من أرموند جين أو دو بارفيوم 88 مل للجنسين,73.8,GOLDEN-GRAY,ارموند جين,review,,
عطر ارموند جين مسقط او دو بارفيوم 88مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d641c739-b827-46b8-907a-0e0af0fba9d3-500x500-5eeJIEKHYs3TUeJUmhGVFuTo3hAMMu5dpPVQvqSg.webp",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ليفانت من أرموند جين أو دو بارفيوم 88 مل للجنسين,75.6,GOLDEN-GRAY,ارموند جين,review,,
عطر ارموند جين بخارا او دو بارفيوم 88مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/05b40c5a-8f47-4fda-93cd-2e85c5bffa5a-500x500-WDtjylNSJXXbi0vyGQQDcDg2DN7q1mXZdiW5WIbC.webp",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كورلوف باريس ميس أو دو بارفيوم 88مل,56.7,GOLDEN-GRAY,ارموند جين,review,,
تستر فان كليف مون لايت شيري او دو بارفيوم 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c85e2670-4d16-408d-a6a4-d4204ab6e366-464.46446446446x500-IlJDzLf4scantvGxYphtT9FT7rgBQhyUXfRcoEDA.webp",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر فان كليف آند أربلز مون لايت باتشولي أو دو بارفيوم 75 مل للجنسين,67.5,GOLDEN-GRAY,,review,,
تستر فان كليف آند آربلز عطر انسين بريسوز او دو بيرفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/82cee8a0-e245-4209-82a4-d01682b05653-451.45145145145x500-ntdF2y06Kjwns50ZMLw4pstj6MGhS0ssMGaM4Wbf.png",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فان كليف آند أربلز مسك دو سوا أو دو بارفيوم 75مل (للجنسين),62.3,GOLDEN-GRAY,,review,,
عطر دي جابور الكيرميس اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a889e417-be78-411d-8c5c-3b6fb2710f97-448x500-HNKEMxureVa49WZvj5wpP5bJhjBVCDYAX3sjZcXG.webp",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور فوند دامور إكستريت دو بارفيوم 50 مل,83.2,GOLDEN-GRAY,دي غابور,review,,
عطر دي جابور ليذر فوريفر اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/51878c32-fef9-4aa1-8ec8-87e5824455db-500x500-QGE3xdG00MwBnIR599esn3N6q0VWmfrhUUJyvY7V.webp",1035,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور ليذر فوريفر إكستريت دو بارفيوم 50 مل,55.7,GOLDEN-GRAY,ريف,review,,
عطر دي جابور فوند دامور اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/68f4c105-98a8-4d4c-83b1-c0eff9650ff1-500x500-h1CvTrEBtce42Fzh5OJMbcKjAQ2pKKbuJXrME9xv.webp",977,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور فوند دامور إكستريت دو بارفيوم 50 مل,87.4,GOLDEN-GRAY,دي غابور,review,,
عطر دي جابور دارلينج 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/edd093bb-b6d5-4feb-970f-c20ca4084b25-499.4994994995x500-c1IdUaWbkI9b8CEarr73J5e1JytDtZtcirnBOAnC.webp",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور دارلينج إكستريت دو بارفيوم 50 مل,77.0,GOLDEN-GRAY,دي غابور,review,,
عطر دي جابور استرونيت اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7b0e36a4-7b4a-4e76-abf4-93ca1c919700-500x500-bIYCMvAseizN5IeDGDktc1kVes7HobTJaigcEfRo.webp",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دي غابور أسترونوت إكستريت دو بارفيوم 50 مل,84.7,GOLDEN-GRAY,دي غابور,review,,
ميمو باريس اوديون أو دو برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/dc76a204-97b8-4c2f-a0b0-24dd15fe5241-409x500-qhuRZLAQ1KUPAMYqpNS28UgRn4jAzgsTvrCx1VES.webp",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ميمو باريس إنليه أو دو بارفيوم 75 مل,85.9,GOLDEN-GRAY,ميمو باريس,review,,
ميمو باريس زانت 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ebb59a22-7b3e-4857-9053-5344f245eb35-500x500-IVkfb8LJp87ayqKiBROOwdQFlU8r4M8j71OTHYCK.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ميمو باريس سينترا أو دو بارفيوم 75 مل,68.0,GOLDEN-GRAY,ميمو باريس,review,,
كارولينا هيريرا عطر باد بوي لو بارفان للرجال 100 مل + جل استحمام 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4fa1cf3d-b5f9-40aa-b671-2062cbcfb19a-500x500-Tn6HRojG6B1M8SFWGiP632emHm1PN08s74u2NCNA.jpg",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارولينا هريرا سي اتش من هوت او دو بارفيوم 100 مل للرجال,77.0,GOLDEN-GRAY,كارولينا هيريرا,review,,
جيفنشي باي أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/49dc81bc-72ca-4dbc-8d1a-0e211a375e12-500x500-nbC9mD2mdzIQbkrqREKWU3cIfaaX8fhwVC3Tqhv5.webp",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم باد بوي أو دو تواليت 100 مل,58.3,GOLDEN-GRAY,جيفنشي,review,,
عطر بي دي كي امباديا او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6c137179-4cc5-4696-9401-cf3fe4a2ca01-500x500-NI4rZeJkqnX9oI5tepL6NCxYwZ9QlLd6ZIRCB2o9.jpg",908,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميو ميو أو دو بارفيوم 100مل,55.5,GOLDEN-GRAY,بي دي كي,review,,
عطر ارموند جين مون توباكو ريو- 88 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/df72539b-39c8-4902-99c0-45b01f3be0cc-500x500-MMBCfkDir0JwWQya7UfXHOGfeGWxR7avXpNJ9KZ7.jpg",1058,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر عطر فيرانو من ارموند جين 88 مل,76.3,GOLDEN-GRAY,ارموند جين,review,,
عطر ارموند جين فيرانو او دي بارفيوم -88 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a62a9db2-e55e-4b47-ac06-1d35ee4a5748-500x500-qqXSudrwVQnZwN47txJail3XEy69FFYC1oXtLD92.jpg",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ليفانت من أرموند جين أو دو بارفيوم 88 مل للجنسين,77.0,GOLDEN-GRAY,ارموند جين,review,,
