اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
تستر عطر سوفاج ديور أو دو بارفيوم 100 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/59370725-01de-4331-9dd7-9690c24c60c0-500x500-E1IWh1J4TXWCuZ9TKRPJcbvHGdpjhHn0STdWloCn.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دنهل دريفن أو دو بارفيوم 100 مل للرجال,57.3,GOLDEN-GRAY,ديور,review,,
عطر بلانك رولان جاروس للرجال، بخاخ أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ed968c26-6c8c-47be-8df9-899db362dd13-500x500-iGk4vPmz9UG5qlUA7IZm530vcFxf7srdKA2SDCjB.jpg",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوس بوتيلد إنتنس أو دو برفيوم 100مل للرجال,67.6,GOLDEN-GRAY,,review,,
تستر عطر توم فورد نوار أو دو برفيوم 100 مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9f400e7b-10e1-48b6-a6ec-75b189f3b631-500x500-AxsA4CVnyVoh5hwJNhmgJzIS01qnEVSNEFvSpeBn.jpg",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر توم فورد بلاك لاكر أو دو برفيوم 100 مل,84.6,GOLDEN-GRAY,توم فورد,review,,
تستر عطر ديور جوي أو دو بارفيوم 90مل(اصدار قديم),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2dd7e976-de20-4792-8dd5-cf3896ce529e-500x500-xBqVzHbrQY3Fp49aKZQdMvC2ooNRgm9PdJfjt1Z5.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديور جوي إنتنس أو دو بارفيوم 90مل,82.6,GOLDEN-GRAY,ديور,review,,
تستر عطر كارولينا هيريرا 212 في آي بي روز أو دو بارفيوم 80مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/27747227-105e-4c46-8c34-3f3ce14b8e61-500x500-qtLjBchLw2SwiGcSRCZv3YJ20URcYTjDt9XTiKAH.jpg",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارولينا هيريرا لا بومبا أو دو بارفيوم 80مل,75.2,GOLDEN-GRAY,كارولينا هيريرا,review,,
تستر عطر بربري بريت ريثم أو دو تواليت 90مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/31c8e31d-8769-47aa-85a4-0293442c9169-500x500-8fweuTZS0B08hjH2rGtndXEryDuIPrLHuOTckRdI.jpg",241,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بربري بريت ريثم أو دو تواليت 90مل (للرجال),85.3,GOLDEN-GRAY,بربري,review,,
عطر ميزون الهمبرا جلاسير لي نوار بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cf9ad3a3-8715-4461-af31-8736592bee3b-500x500-veiuVwdbbqCnQW71QPFHK3ZHRYLtBacxkH2mIGF6.png",94,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميزون الهامبرا انفيني روز او دو بارفيوم 100مل,76.2,GOLDEN-GRAY,ميزون الهامبرا,review,,
مجموعة جيرلان هابيت روج أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3f994daa-c1dd-4361-a3af-5ac14ed76c76-500x500-g3BLKUySR8NQXfdYwigKoJiEydFAfoFFn1twiw7X.jpg",494,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,جيرلان أو دو كاشمير أو دو تواليت 100 مل,82.1,GOLDEN-GRAY,جيرلان,review,,
مجموعة عطر بولغاري مان وود إسنس أو دو برفيوم 100مل + عينة 15 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/80136540-228b-4d7a-9150-a81489328692-500x500-6u4bGBH2cOJggkPKj5velQCCDC36u6eeSjn2hqDX.jpg",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بولغاري مان رين إيسنس أو دو برفيوم 100 مل,78.5,GOLDEN-GRAY,بولغاري,review,,
عطر اورتو باريسي فيردي 50مل Orto Parisi Viride parfum,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0c201b35-138e-4da7-aa08-ac573cbec5fd-500x500-uy9juILk2djBjr8fWFUCAyJSukOdjbuDropNL3zO.jpg",540,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اورتو باريسي ميجاماري بارفيوم 50مل,77.3,GOLDEN-GRAY,أورتو باريسي,review,,
عطر برادا عنبر بور هوم انتنس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2b3821a8-66e2-44ff-971a-b072ce82a825-500x500-1PUVjHXdvSDZUOirjSg6aXaTYKxDNHyo9oXcON1N.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لاورا مارس سبلانديد بور هوم او دو بارفيوم 100مل,55.9,GOLDEN-GRAY,برادا,review,,
عطر جيرلان أبسلوس أليجوريا فلورا بلوم أو دو بيرفيوم 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ed21f870-7e3c-4dd7-86d9-5e45505a6ecc-500x500-YkCsBqXwpnc6loEq66UYUMAq6v1gF74omNUo53j0.jpg",793,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيرلان أبسولوس أليجوريا كيور إنتنس أو دو برفيوم 125مل,87.7,GOLDEN-GRAY,جيرلان,review,,
أمواج ديسيجن أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/37e11410-4de5-414d-b019-c75614dced79-500x500-NRwO1J2O6WIV7znSqgQyZ3PZ6E3HmHo6WHESel2M.jpg",1495,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر أمواج إنترلود 53 إكستريت دو برفيوم 100 مل,70.8,GOLDEN-GRAY,أمواج,review,,
كارولينا هريرا شيك سيدار 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7b28ac5c-3d79-434e-84da-25fef404aa78-500x500-TpZ4LtTzfZugF3tcx6KjKP983lWJZvHfG27bePbz.jpg",1012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارولينا هيريرا سي اتش لو  او دو تواليت- 100 مل,70.9,GOLDEN-GRAY,كارولينا هيريرا,review,,
تستر فالنتينو اودو بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6ac3ca58-16ce-46ba-ac41-ef5bfcb53d8f-500x500-m1h0lcYSjwyfsvSe7weezF02rcUz10D1imFL9Mvs.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر روبيرتو كافالي باراديسو او دو بارفيوم 75 مل,55.0,GOLDEN-GRAY,فالنتينو,review,,
عطر كوتش بوبي او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/92fcc818-701b-4299-b165-4d096a90b547-500x500-12t9lADgGOryIYVedr4yA8kcf6w2knQd8gy2COzb.jpg",276,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر موسكينو توي بوي أو دو برفيوم 100 مل,58.8,GOLDEN-GRAY,كوتش,review,,
وايلد كولت إنتنس ماء عطر عسّاف 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/45fea1e5-28e3-4025-b0e0-86d5392be60d-500x500-xCfsOXzbJTcVaqBcatvSYdLn6oQyVQNUziWU8gvX.jpg",155,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سوفاج الكسير 100 مل,55.7,GOLDEN-GRAY,,review,,
عطر مس ديور إيسنس أو دو برفيوم 80 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ca132806-4473-4906-9e0c-1c9c20f7e2d9-500x500-A36L3g0h5PwozqOLbVbEQg8zzV03ZBnINmfbpVSB.jpg",688,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميروز أو دو برفيوم 80 مل,55.8,GOLDEN-GRAY,ديور,review,,
تستر عطر رالف لورين بولو EST 67 الرجالي او دو بارفيوم 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/91d81ebf-a408-492e-9cb7-dda0d43a23a4-446.44644644645x500-6bk6MSTz8H20ixmJS0IaetJLm5hR1Xek7ZQeIvko.jpg",240,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر رالف لورين بولو رد الرجالي او دو بارفيوم 125مل,83.3,GOLDEN-GRAY,رالف لورين,review,,
عطر رالف لورين بولو EST 67 الرجالي او دو بارفيوم 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bfc07fa3-8734-4966-96f6-f63c8f17da8a-446.44644644645x500-7cHFvDkY0hgJNDqXtDlI0BnvAQUee3p63tlVOlYJ.jpg",316,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر رالف لورين بولو رد الرجالي او دو بارفيوم 125مل,83.3,GOLDEN-GRAY,رالف لورين,review,,
رالف لورين بولو67 است اودي تواليت 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/987c1ace-b504-4861-995d-4a36491b9ce0-500x500-gWWGyQu5A8PGpgj9fD6gZcq6Tg6XE9Wyt41PjqAf.jpg",281,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر رالف لورين بولو بلو او دو تواليت 125 مل,78.8,GOLDEN-GRAY,رالف لورين,review,,
تستر عطر سي كي بي كالفن كلاين او دي توليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0a02332b-75f7-4ed1-a6e6-0b1a2d520960-500x500-fgpjaA5mv0NI22opK200ExHGsXpoBseprDPu3NeW.jpg",69,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كالفن كلاين سي كي ان تو يو أو دو تواليت 100مل,81.1,GOLDEN-GRAY,كالفن كلاين,review,,
عطر جيفنشي بلاي سبورت أو دو تواليت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/34622df4-48d7-4113-9684-24c2838b671a-500x500-q73TD3Igv23ggwcLE4V5El7InMAO219GLY1744fM.jpg",253,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ألور هوم سبورت شانيل أو دو تواليت 50 مل,56.4,GOLDEN-GRAY,جيفنشي,review,,
عطر ازارو فيزت برايت رجالي 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0b8252ed-4527-4def-88ee-64223d4f2464-500x500-qZXoJcDi3VAiVObmYBFh9hzBkEwycodNeYH3w4x9.jpg",97,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلايف كريستيان برايفت كوليكشن سي وودي ليذر 50 مل للرجال,56.6,GOLDEN-GRAY,,review,,
تستر عطر قوتشي عود - 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/afe9e5ad-1082-4070-90b5-32a5c0c412e0-500x500-ixLfuNbzwqXxYXJZsMhuB9kzygovkdVhPNrP1gxH.jpg",609,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي رش أو دو تواليت 75مل,67.4,GOLDEN-GRAY,قوتشي,review,,
عطر قوتشي عود - 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/074d70b4-a331-4f56-a606-b7fdd984ee48-500x500-ZKQl2gXYiPNFGRMod1NZtIeoZ6Zs9DjykSQrvtAW.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي رش أو دو تواليت 75مل,67.4,GOLDEN-GRAY,قوتشي,review,,
عطر فرزاتشي فيرسوس أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/be76badc-a252-473f-8efe-b960539047b7-499.44134078212x500-aeqW5NJpVASpaWfntJ4kKap1wpJ2rMrXpUY9Zrmy.jpg",299,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرزاتشي ايروس أو دو تواليت 100 مل,71.5,GOLDEN-GRAY,,review,,
تستر جورجيو ارماني سي بارفيوم للنساء 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ec3d6bc4-a73d-4e8c-982a-51b12272874f-500x500-mq378dz1f3vZUkguGCl7Tt3Xb7Y3zz3ZddF2PY7p.jpg",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو أرماني سي باسيوني إنتنس أو دو بارفيوم 100 مل للنساء,83.4,GOLDEN-GRAY,جورجيو,review,,
عطر باكو رابان بلاك اكس اس ليكزس اكستريم او دو بارفيوم النسائي 80مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bf747561-33bc-4b30-a1e1-199e8415e22a-500x500-gV4ateGXBL6lHzDjxAMouU9YvNljYFO43EHfnH2Q.jpg",333,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر باكو رابان بيور اكس اس للنساء أو دو بارفيوم 80مل,79.5,GOLDEN-GRAY,باكو رابان,review,,
عطر إس تي دوبون إنتنس بور هوم (أو دو تواليت) - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/435f87d6-7efd-4fe2-8cb5-cda86f92989b-500x500-VNIWnC1ta3fwGEnvKcdVHnL45kLaUvrArpY7mptE.jpg",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اس تي ديبونت اسينس بيور ايس بور فيم أو دو تواليت 100مل,81.1,GOLDEN-GRAY,إس تي ديبون,review,,
عود آند روز من عطور احمد المغربي أو دو بيرفيوم 60 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/50e461fb-3c3d-4c4d-8afb-e524bde5c72a-500x500-vcAgcm1X9zPnJVDm4pCd3pDQDpnpKTty1PQfai3r.jpg",166,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أحمد المغربي عود و روز أو دو بارفيوم 60مل (للجنسين),80.4,GOLDEN-GRAY,احمد المغربي,review,,
تستر ارماني سي باشن رد مسك او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d4a357ef-06a6-4edf-a4d4-3fdcc0b06ca7-439.5x500-uvvatAxOkO2d9V82z5bd0Mn0HTdWf6dU7kImrzO1.jpg",299,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سي باشن رد موسك جورجيو أرماني او دو بارفيوم 100مل,59.7,GOLDEN-GRAY,باش,review,,
عطر هيرش لهب 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/76cc0486-50b0-48db-92b1-dcbb05f11336-500x500-8JDBYKe1a6DmG8BjkoTJ3mEkVkVbhca8nDE3ZhjZ.jpg",189,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر هيرش لهب 100 مل,80.0,GOLDEN-GRAY,,review,,
عطر زيرجوف اوبرا او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e8bfb1c3-71c2-4a08-a0ef-62c679e2707f-500x500-3qaEfabCv3LxcABGCH2oXEgMXU4lrRrcEYh3OtXb.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف ديكاس او دو بارفيوم 100مل,84.6,GOLDEN-GRAY,زيرجوف,review,,
عطر فرزاتشي مان أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/688f47c4-aecd-4a33-a9d8-1982836a86a3-500x500-lAbJLVgiIaWUAoNjXqXtf9mCykxzt4YMHUOaJJXx.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرزاتشي ايروس أو دو تواليت 100 مل,73.1,GOLDEN-GRAY,,review,,
تستر فرزاتشي ايروس اينرجي أو دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/37fa7ba8-b02d-48b5-899f-149e59a411d5-439.86254295533x500-YorQvLByAp52hvXHU0eE9S8rQjF6pwWe824yGRAZ.jpg",310,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بارادايس سنس إيدن أو دو بارفيوم 100 مل,66.3,GOLDEN-GRAY,,review,,
عطر كاف احمد المغربي أو دو بيرفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1b00a8c9-d940-4075-a961-93484dc1e162-461.53846153846x500-PeDEA9cXq0fXPjYM5EDG4m6G8c8FdTbjeoEMsllE.jpg",97,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أحمد المغربي كاف أو دو بارفيوم 100مل (للجنسين),80.8,GOLDEN-GRAY,احمد المغربي,review,,
عطر جيفنشي لينتردي بارفان 80 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/993d0756-2d3c-46e3-b9e3-e20cd09aba7a-500x500-GmHXQI6RpN1u4nmqmBZwacpdSYFoB6cQRyeA1xhJ.jpg",471,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جيفنشي لانتردي لو بارفيوم 80مل (نسائي),79.3,GOLDEN-GRAY,جيفنشي,review,,
عطر مارج اكسترايت دي بارفيوم من احمد المغربي 60 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f362d130-0010-4700-9e41-9432f858a092-500x500-ZmSsKjJXF5Jxt3ncw3X0JzUFzzA0QkZkF882MwM4.jpg",207,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أحمد المغربي مرج أو دو بارفيوم 60مل (للجنسين),76.9,GOLDEN-GRAY,احمد المغربي,review,,
